arm,complexity_label,epsilon,n_runs,success_rate,n_fail,n_budget_exhausted,share_budget_exhausted,n_step_abandoned,share_step_abandoned,n_non_empty_stack_at_end,share_non_empty_stack_at_end,n_stack_underflow,share_stack_underflow,n_finish_mismatch,share_finish_mismatch,n_unexpected_stack_underflow,share_unexpected_stack_underflow,n_unexpected_finish_mismatch,share_unexpected_finish_mismatch,n_other
min_rules,low,0.16,4000,0.63075,1477,0,0.0,0,0.0,1477,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.18,4000,0.60975,1561,0,0.0,0,0.0,1561,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.2,4000,0.5885,1646,0,0.0,0,0.0,1646,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.22,4000,0.56325,1747,0,0.0,0,0.0,1747,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.24,4000,0.544,1824,0,0.0,0,0.0,1824,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.26,4000,0.53025,1879,0,0.0,0,0.0,1879,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.28,4000,0.51575,1937,0,0.0,0,0.0,1937,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.3,4000,0.49775,2009,0,0.0,0,0.0,2009,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.32,4000,0.48425,2063,0,0.0,0,0.0,2063,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.34,4000,0.47175,2113,0,0.0,0,0.0,2113,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.36,4000,0.459,2164,0,0.0,0,0.0,2164,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.38,4000,0.44575,2217,0,0.0,0,0.0,2217,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.4,4000,0.43675,2253,0,0.0,0,0.0,2253,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.42,4000,0.4275,2290,0,0.0,0,0.0,2290,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.44,4000,0.415,2340,0,0.0,0,0.0,2340,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.46,4000,0.40475,2381,0,0.0,0,0.0,2381,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.48,4000,0.39475,2421,0,0.0,0,0.0,2421,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,low,0.5,4000,0.38775,2449,0,0.0,0,0.0,2449,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.02,4000,0.8975,410,0,0.0,0,0.0,410,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.04,4000,0.80075,797,0,0.0,0,0.0,797,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.06,4000,0.73225,1071,0,0.0,0,0.0,1071,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.08,4000,0.6755,1298,0,0.0,0,0.0,1298,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.1,4000,0.62975,1481,0,0.0,0,0.0,1481,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.12,4000,0.59275,1629,0,0.0,0,0.0,1629,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.14,4000,0.562,1752,0,0.0,0,0.0,1752,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.16,4000,0.53175,1873,0,0.0,0,0.0,1873,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.18,4000,0.518,1928,0,0.0,0,0.0,1928,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.2,4000,0.49825,2007,0,0.0,0,0.0,2007,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.22,4000,0.47975,2081,0,0.0,0,0.0,2081,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.24,4000,0.462,2152,0,0.0,0,0.0,2152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.26,4000,0.44525,2219,0,0.0,0,0.0,2219,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.28,4000,0.43125,2275,0,0.0,0,0.0,2275,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.3,4000,0.4175,2330,0,0.0,0,0.0,2330,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.32,4000,0.40375,2385,0,0.0,0,0.0,2385,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.34,4000,0.38925,2443,0,0.0,0,0.0,2443,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.36,4000,0.37875,2485,0,0.0,0,0.0,2485,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.38,4000,0.36675,2533,0,0.0,0,0.0,2533,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.4,4000,0.363,2548,0,0.0,0,0.0,2548,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.42,4000,0.352,2592,0,0.0,0,0.0,2592,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.44,4000,0.34675,2613,0,0.0,0,0.0,2613,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.46,4000,0.34,2640,0,0.0,0,0.0,2640,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.48,4000,0.33475,2661,0,0.0,0,0.0,2661,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
min_rules,medium,0.5,4000,0.32825,2687,0,0.0,0,0.0,2687,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
no_rules,high,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
no_rules,high,0.02,4000,0.23925,3043,0,0.0,0,0.0,59,0.0194,126,0.0414,2858,0.9392,0,0.0,0,0.0,0
no_rules,high,0.04,4000,0.06725,3731,0,0.0,0,0.0,36,0.0096,152,0.0407,3543,0.9496,0,0.0,0,0.0,0
no_rules,high,0.06,4000,0.01925,3923,0,0.0,0,0.0,15,0.0038,171,0.0436,3737,0.9526,0,0.0,0,0.0,0
no_rules,high,0.08,4000,0.00575,3977,0,0.0,0,0.0,6,0.0015,182,0.0458,3789,0.9527,0,0.0,0,0.0,0
no_rules,high,0.1,4000,0.002,3992,0,0.0,0,0.0,1,0.0003,191,0.0478,3800,0.9519,0,0.0,0,0.0,0
no_rules,high,0.12,4000,0.00075,3997,0,0.0,0,0.0,0,0.0,189,0.0473,3808,0.9527,0,0.0,0,0.0,0
no_rules,high,0.14,4000,0.00075,3997,0,0.0,0,0.0,0,0.0,215,0.0538,3782,0.9462,0,0.0,0,0.0,0
no_rules,high,0.16,4000,0.0005,3998,0,0.0,0,0.0,0,0.0,236,0.059,3762,0.941,0,0.0,0,0.0,0
no_rules,high,0.18,4000,0.00025,3999,0,0.0,0,0.0,0,0.0,252,0.063,3747,0.937,0,0.0,0,0.0,0
no_rules,high,0.2,4000,0.00025,3999,0,0.0,0,0.0,0,0.0,264,0.066,3735,0.934,0,0.0,0,0.0,0
no_rules,high,0.22,4000,0.00025,3999,0,0.0,0,0.0,0,0.0,282,0.0705,3717,0.9295,0,0.0,0,0.0,0
no_rules,high,0.24,4000,0.0,4000,0,0.0,0,0.0,0,0.0,297,0.0742,3703,0.9257,0,0.0,0,0.0,0
no_rules,high,0.26,4000,0.0,4000,0,0.0,0,0.0,0,0.0,323,0.0808,3677,0.9193,0,0.0,0,0.0,0
no_rules,high,0.28,4000,0.0,4000,0,0.0,0,0.0,0,0.0,343,0.0858,3657,0.9143,0,0.0,0,0.0,0
no_rules,high,0.3,4000,0.0,4000,0,0.0,0,0.0,0,0.0,358,0.0895,3642,0.9105,0,0.0,0,0.0,0
no_rules,high,0.32,4000,0.0,4000,0,0.0,0,0.0,0,0.0,377,0.0943,3623,0.9058,0,0.0,0,0.0,0
no_rules,high,0.34,4000,0.0,4000,0,0.0,0,0.0,0,0.0,396,0.099,3604,0.901,0,0.0,0,0.0,0
no_rules,high,0.36,4000,0.0,4000,0,0.0,0,0.0,0,0.0,428,0.107,3572,0.893,0,0.0,0,0.0,0
no_rules,high,0.38,4000,0.0,4000,0,0.0,0,0.0,0,0.0,452,0.113,3548,0.887,0,0.0,0,0.0,0
no_rules,high,0.4,4000,0.0,4000,0,0.0,0,0.0,0,0.0,475,0.1187,3525,0.8812,0,0.0,0,0.0,0
no_rules,high,0.42,4000,0.0,4000,0,0.0,0,0.0,0,0.0,495,0.1237,3505,0.8762,0,0.0,0,0.0,0
no_rules,high,0.44,4000,0.0,4000,0,0.0,0,0.0,0,0.0,520,0.13,3480,0.87,0,0.0,0,0.0,0
no_rules,high,0.46,4000,0.0,4000,0,0.0,0,0.0,0,0.0,544,0.136,3456,0.864,0,0.0,0,0.0,0
no_rules,high,0.48,4000,0.0,4000,0,0.0,0,0.0,0,0.0,569,0.1422,3431,0.8578,0,0.0,0,0.0,0
no_rules,high,0.5,4000,0.0,4000,0,0.0,0,0.0,0,0.0,601,0.1502,3399,0.8498,0,0.0,0,0.0,0
no_rules,low,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
no_rules,low,0.02,4000,0.585,1660,0,0.0,0,0.0,67,0.0404,92,0.0554,1501,0.9042,0,0.0,0,0.0,0
no_rules,low,0.04,4000,0.3465,2614,0,0.0,0,0.0,84,0.0321,158,0.0604,2372,0.9074,0,0.0,0,0.0,0
no_rules,low,0.06,4000,0.2135,3146,0,0.0,0,0.0,75,0.0238,192,0.061,2879,0.9151,0,0.0,0,0.0,0
no_rules,low,0.08,4000,0.1355,3458,0,0.0,0,0.0,56,0.0162,215,0.0622,3187,0.9216,0,0.0,0,0.0,0
no_rules,low,0.1,4000,0.0805,3678,0,0.0,0,0.0,46,0.0125,228,0.062,3404,0.9255,0,0.0,0,0.0,0
no_rules,low,0.12,4000,0.04925,3803,0,0.0,0,0.0,35,0.0092,236,0.0621,3532,0.9287,0,0.0,0,0.0,0
no_rules,low,0.14,4000,0.02775,3889,0,0.0,0,0.0,35,0.009,250,0.0643,3604,0.9267,0,0.0,0,0.0,0
no_rules,low,0.16,4000,0.018,3928,0,0.0,0,0.0,23,0.0059,271,0.069,3634,0.9252,0,0.0,0,0.0,0
no_rules,low,0.18,4000,0.0125,3950,0,0.0,0,0.0,11,0.0028,285,0.0722,3654,0.9251,0,0.0,0,0.0,0
no_rules,low,0.2,4000,0.008,3968,0,0.0,0,0.0,6,0.0015,297,0.0748,3665,0.9236,0,0.0,0,0.0,0
no_rules,low,0.22,4000,0.00375,3985,0,0.0,0,0.0,3,0.0008,312,0.0783,3670,0.921,0,0.0,0,0.0,0
no_rules,low,0.24,4000,0.002,3992,0,0.0,0,0.0,3,0.0008,330,0.0827,3659,0.9166,0,0.0,0,0.0,0
no_rules,low,0.26,4000,0.00175,3993,0,0.0,0,0.0,3,0.0008,356,0.0892,3634,0.9101,0,0.0,0,0.0,0
no_rules,low,0.28,4000,0.001,3996,0,0.0,0,0.0,2,0.0005,374,0.0936,3620,0.9059,0,0.0,0,0.0,0
no_rules,low,0.3,4000,0.001,3996,0,0.0,0,0.0,3,0.0008,391,0.0978,3602,0.9014,0,0.0,0,0.0,0
no_rules,low,0.32,4000,0.0005,3998,0,0.0,0,0.0,2,0.0005,414,0.1036,3582,0.8959,0,0.0,0,0.0,0
no_rules,low,0.34,4000,0.0005,3998,0,0.0,0,0.0,2,0.0005,439,0.1098,3557,0.8897,0,0.0,0,0.0,0
no_rules,low,0.36,4000,0.0,4000,0,0.0,0,0.0,2,0.0005,463,0.1158,3535,0.8838,0,0.0,0,0.0,0
no_rules,low,0.38,4000,0.0,4000,0,0.0,0,0.0,1,0.0003,483,0.1207,3516,0.879,0,0.0,0,0.0,0
no_rules,low,0.4,4000,0.0,4000,0,0.0,0,0.0,1,0.0003,516,0.129,3483,0.8708,0,0.0,0,0.0,0
no_rules,low,0.42,4000,0.0,4000,0,0.0,0,0.0,1,0.0003,535,0.1338,3464,0.866,0,0.0,0,0.0,0
no_rules,low,0.44,4000,0.0,4000,0,0.0,0,0.0,1,0.0003,562,0.1405,3437,0.8592,0,0.0,0,0.0,0
no_rules,low,0.46,4000,0.0,4000,0,0.0,0,0.0,1,0.0003,582,0.1455,3417,0.8542,0,0.0,0,0.0,0
no_rules,low,0.48,4000,0.0,4000,0,0.0,0,0.0,0,0.0,604,0.151,3396,0.849,0,0.0,0,0.0,0
no_rules,low,0.5,4000,0.0,4000,0,0.0,0,0.0,0,0.0,624,0.156,3376,0.844,0,0.0,0,0.0,0
no_rules,medium,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
no_rules,medium,0.02,4000,0.44075,2237,0,0.0,0,0.0,74,0.0331,98,0.0438,2065,0.9231,0,0.0,0,0.0,0
no_rules,medium,0.04,4000,0.207,3172,0,0.0,0,0.0,68,0.0214,124,0.0391,2980,0.9395,0,0.0,0,0.0,0
no_rules,medium,0.06,4000,0.09475,3621,0,0.0,0,0.0,45,0.0124,139,0.0384,3437,0.9492,0,0.0,0,0.0,0
no_rules,medium,0.08,4000,0.04425,3823,0,0.0,0,0.0,34,0.0089,155,0.0405,3634,0.9506,0,0.0,0,0.0,0
no_rules,medium,0.1,4000,0.0215,3914,0,0.0,0,0.0,18,0.0046,165,0.0422,3731,0.9532,0,0.0,0,0.0,0
no_rules,medium,0.12,4000,0.0105,3958,0,0.0,0,0.0,13,0.0033,185,0.0467,3760,0.95,0,0.0,0,0.0,0
no_rules,medium,0.14,4000,0.006,3976,0,0.0,0,0.0,7,0.0018,199,0.0501,3770,0.9482,0,0.0,0,0.0,0
no_rules,medium,0.16,4000,0.003,3988,0,0.0,0,0.0,7,0.0018,204,0.0512,3777,0.9471,0,0.0,0,0.0,0
no_rules,medium,0.18,4000,0.002,3992,0,0.0,0,0.0,2,0.0005,214,0.0536,3776,0.9459,0,0.0,0,0.0,0
no_rules,medium,0.2,4000,0.001,3996,0,0.0,0,0.0,1,0.0003,231,0.0578,3764,0.9419,0,0.0,0,0.0,0
no_rules,medium,0.22,4000,0.00075,3997,0,0.0,0,0.0,0,0.0,249,0.0623,3748,0.9377,0,0.0,0,0.0,0
no_rules,medium,0.24,4000,0.00025,3999,0,0.0,0,0.0,0,0.0,268,0.067,3731,0.933,0,0.0,0,0.0,0
no_rules,medium,0.26,4000,0.0,4000,0,0.0,0,0.0,0,0.0,290,0.0725,3710,0.9275,0,0.0,0,0.0,0
no_rules,medium,0.28,4000,0.0,4000,0,0.0,0,0.0,0,0.0,321,0.0803,3679,0.9197,0,0.0,0,0.0,0
no_rules,medium,0.3,4000,0.0,4000,0,0.0,0,0.0,0,0.0,348,0.087,3652,0.913,0,0.0,0,0.0,0
no_rules,medium,0.32,4000,0.0,4000,0,0.0,0,0.0,0,0.0,384,0.096,3616,0.904,0,0.0,0,0.0,0
no_rules,medium,0.34,4000,0.0,4000,0,0.0,0,0.0,0,0.0,401,0.1003,3599,0.8998,0,0.0,0,0.0,0
no_rules,medium,0.36,4000,0.0,4000,0,0.0,0,0.0,0,0.0,432,0.108,3568,0.892,0,0.0,0,0.0,0
no_rules,medium,0.38,4000,0.0,4000,0,0.0,0,0.0,0,0.0,461,0.1153,3539,0.8848,0,0.0,0,0.0,0
no_rules,medium,0.4,4000,0.0,4000,0,0.0,0,0.0,0,0.0,489,0.1222,3511,0.8778,0,0.0,0,0.0,0
no_rules,medium,0.42,4000,0.0,4000,0,0.0,0,0.0,0,0.0,518,0.1295,3482,0.8705,0,0.0,0,0.0,0
no_rules,medium,0.44,4000,0.0,4000,0,0.0,0,0.0,0,0.0,543,0.1358,3457,0.8642,0,0.0,0,0.0,0
no_rules,medium,0.46,4000,0.0,4000,0,0.0,0,0.0,0,0.0,564,0.141,3436,0.859,0,0.0,0,0.0,0
no_rules,medium,0.48,4000,0.0,4000,0,0.0,0,0.0,0,0.0,584,0.146,3416,0.854,0,0.0,0,0.0,0
no_rules,medium,0.5,4000,0.0,4000,0,0.0,0,0.0,0,0.0,619,0.1547,3381,0.8452,0,0.0,0,0.0,0
retry_oracle,high,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
retry_oracle,high,0.02,4000,0.30575,2777,0,0.0,248,0.0893,0,0.0,0,0.0,0,0.0,311,0.112,2218,0.7987,0
retry_oracle,high,0.04,4000,0.10975,3561,0,0.0,197,0.0553,0,0.0,0,0.0,0,0.0,369,0.1036,2995,0.8411,0
retry_oracle,high,0.06,4000,0.0315,3874,0,0.0,121,0.0312,0,0.0,0,0.0,0,0.0,397,0.1025,3356,0.8663,0
retry_oracle,high,0.08,4000,0.01125,3955,0,0.0,63,0.0159,0,0.0,0,0.0,0,0.0,375,0.0948,3517,0.8893,0
retry_oracle,high,0.1,4000,0.004,3984,0,0.0,41,0.0103,0,0.0,0,0.0,0,0.0,353,0.0886,3590,0.9011,0
retry_oracle,high,0.12,4000,0.0015,3994,0,0.0,22,0.0055,0,0.0,0,0.0,0,0.0,335,0.0839,3637,0.9106,0
retry_oracle,high,0.14,4000,0.001,3996,0,0.0,14,0.0035,0,0.0,0,0.0,0,0.0,338,0.0846,3644,0.9119,0
retry_oracle,high,0.16,4000,0.001,3996,0,0.0,14,0.0035,0,0.0,0,0.0,0,0.0,332,0.0831,3650,0.9134,0
retry_oracle,high,0.18,4000,0.0005,3998,0,0.0,9,0.0023,0,0.0,0,0.0,0,0.0,322,0.0805,3667,0.9172,0
retry_oracle,high,0.2,4000,0.0005,3998,1,0.0003,6,0.0015,0,0.0,0,0.0,0,0.0,307,0.0768,3684,0.9215,0
retry_oracle,high,0.22,4000,0.00025,3999,1,0.0003,4,0.001,0,0.0,0,0.0,0,0.0,313,0.0783,3681,0.9205,0
retry_oracle,high,0.24,4000,0.0,4000,0,0.0,5,0.0013,0,0.0,0,0.0,0,0.0,309,0.0772,3686,0.9215,0
retry_oracle,high,0.26,4000,0.0,4000,1,0.0003,0,0.0,0,0.0,0,0.0,0,0.0,324,0.081,3675,0.9187,0
retry_oracle,high,0.28,4000,0.0,4000,1,0.0003,0,0.0,0,0.0,0,0.0,0,0.0,330,0.0825,3669,0.9173,0
retry_oracle,high,0.3,4000,0.0,4000,0,0.0,1,0.0003,0,0.0,0,0.0,0,0.0,323,0.0808,3676,0.919,0
retry_oracle,high,0.32,4000,0.0,4000,1,0.0003,0,0.0,0,0.0,0,0.0,0,0.0,333,0.0833,3666,0.9165,0
retry_oracle,high,0.34,4000,0.0,4000,1,0.0003,0,0.0,0,0.0,0,0.0,0,0.0,351,0.0877,3648,0.912,0
retry_oracle,high,0.36,4000,0.0,4000,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,354,0.0885,3646,0.9115,0
retry_oracle,high,0.38,4000,0.0,4000,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,393,0.0983,3607,0.9018,0
retry_oracle,high,0.4,4000,0.0,4000,2,0.0005,0,0.0,0,0.0,0,0.0,0,0.0,410,0.1025,3588,0.897,0
retry_oracle,high,0.42,4000,0.0,4000,3,0.0008,0,0.0,0,0.0,0,0.0,0,0.0,445,0.1113,3552,0.888,0
retry_oracle,high,0.44,4000,0.0,4000,4,0.001,0,0.0,0,0.0,0,0.0,0,0.0,497,0.1242,3499,0.8748,0
retry_oracle,high,0.46,4000,0.0,4000,4,0.001,0,0.0,0,0.0,0,0.0,0,0.0,518,0.1295,3478,0.8695,0
retry_oracle,high,0.48,4000,0.0,4000,5,0.0013,0,0.0,0,0.0,0,0.0,0,0.0,555,0.1388,3440,0.86,0
retry_oracle,high,0.5,4000,0.0,4000,7,0.0018,0,0.0,0,0.0,0,0.0,0,0.0,598,0.1495,3395,0.8488,0
retry_oracle,low,0.0,4000,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
retry_oracle,low,0.02,4000,0.64675,1413,0,0.0,200,0.1415,0,0.0,0,0.0,0,0.0,227,0.1607,986,0.6978,0
retry_oracle,low,0.04,4000,0.4255,2298,0,0.0,329,0.1432,0,0.0,0,0.0,0,0.0,338,0.1471,1631,0.7097,0
retry_oracle,low,0.06,4000,0.2805,2878,0,0.0,360,0.1251,0,0.0,0,0.0,0,0.0,394,0.1369,2124,0.738,0
retry_oracle,low,0.08,4000,0.18075,3277,0,0.0,378,0.1153,0,0.0,0,0.0,0,0.0,428,0.1306,2471,0.754,0
retry_oracle,low,0.1,4000,0.11525,3539,2,0.0006,351,0.0992,0,0.0,0,0.0,0,0.0,446,0.126,2740,0.7742,0
retry_oracle,low,0.12,4000,0.0745,3702,3,0.0008,309,0.0835,0,0.0,0,0.0,0,0.0,463,0.1251,2927,0.7907,0
retry_oracle,low,0.14,4000,0.0465,3814,4,0.001,283,0.0742,0,0.0,0,0.0,0,0.0,475,0.1245,3052,0.8002,0
retry_oracle,low,0.16,4000,0.031,3876,12,0.0031,229,0.0591,0,0.0,0,0.0,0,0.0,467,0.1205,3168,0.8173,0
retry_oracle,low,0.18,4000,0.021,3916,16,0.0041,194,0.0495,0,0.0,0,0.0,0,0.0,483,0.1233,3223,0.823,0
retry_oracle,low,0.2,4000,0.014,3944,22,0.0056,172,0.0436,0,0.0,0,0.0,0,0.0,489,0.124,3261,0.8268,0
retry_oracle,low,0.22,4000,0.00975,3961,40,0.0101,134,0.0338,0,0.0,0,0.0,0,0.0,490,0.1237,3297,0.8324,0
retry_oracle,low,0.24,4000,0.0055,3978,46,0.0116,106,0.0266,0,0.0,0,0.0,0,0.0,486,0.1222,3340,0.8396,0
retry_oracle,low,0.26,4000,0.0035,3986,52,0.013,102,0.0256,0,0.0,0,0.0,0,0.0,485,0.1217,3347,0.8397,0
retry_oracle,low,0.28,4000,0.003,3988,77,0.0193,80,0.0201,0,0.0,0,0.0,0,0.0,487,0.1221,3344,0.8385,0
retry_oracle,low,0.3,4000,0.00225,3991,94,0.0236,69,0.0173,0,0.0,0,0.0,0,0.0,479,0.12,3349,0.8391,0
retry_oracle,low,0.32,4000,0.00125,3995,104,0.026,63,0.0158,0,0.0,0,0.0,0,0.0,501,0.1254,3327,0.8328,0
